,0,1,2,3,4,5,6,7
111,"4,4",,Brian A. Miller,Brian A. Miller,Two detectives investigating a gang-related shooting find themselves targeted by both gang members and crooked cops.,Crimen,1h 25min,Entre la ley y la calle
112,"3,8",,Enzo G. Castellari,Luca BiglioneSandro Cecca,"Three young people - Roy, Linda and José - who become pirates because they end up involved in the drug traffic. Out of need and greed, they find themselves caught up in something much bigger than them. It all begins as a joke but gradually becomes a cruel and dangerous game all the way to the final catharsis. The three main characters, Roy, his sister Linda and her bo... Leer todo",Acción,1h 30min,Caribbean Basterds
113,"6,8",,Michael Morrissey,Michael Morrissey,"A traumatized boy grows into a shy, determined teenager who patrols the mean streets of New York City, helping those in need and dishing out severe punishment to remorseless thugs.","Acción
Crimen
Drama",1h 37min,Boy Wonder
114,"6,1",,Stuart Beattie,John Marsden,"Cuando su país es invadido y sus familias secuestradas, ocho adolescentes se unen para luchar.","Acción
Aventura
Drama",1h 44min,"Mañana, cuando la guerra empiece"
115,"2,4",,Dan Garcia,Dan Garcia,"It's not politics as usual, or is it? The governor of Louisiana is about to become the vice-presidential candidate for his party but a murder and an international web spanning from South Africa to Pakistan and North Korea might just get in the way.","Acción
Drama
Suspense",1h 16min,Enemies Among Us
116,"7,5",,Meridian Leigh,Meridian Leigh,"On the 25th anniversary of his sister's rape/murder, Mitch (Maurice Benard) breaks into the home of the accused killer and tries to make the man confess.",Acción,1h 10min,Confession
117,"6,0",,Takashi Yamazaki,Leiji MatsumotoShimako SatoYoshinobu Nishizaki,"In 2199, the crew of the space battleship Yamato embark on a dangerous journey to the planet Iskandar to acquire a device that will rejuvenate the war-ravaged Earth.",Acción,2h 18min,Space Battleship Yamato
118,"3,7",,Sarann,Ajith Kumar,A legit-weapons dealer has 3 sons. Shiva is one of them who is subdued by his brothers. He rescues his kidnapped brother only to find himself shot by them. Then he uncovers the mystery of his father's death and takes revenge.,Acción,2h 15min,Asal
119,"7,2",,Christine T. Berg,Chris Mandia,Private Barnes is a young Marine on his first tour in Iraq. His mission: Find the enemy that is implanting Improvised Explosive Devices on donkeys. ALL he wants: a confirmed kill.,Corto,13min,Get Some
120,"5,6",,J. Horton,J. Horton,A brutal abduction goes from bad to worse when a middle-aged kidnapper falls in love with his teen victim.,"Acción
Crimen
Suspense",1h 29min,Trap
121,"6,6",,N. Linguswamy,N. Linguswamy,"Shiva, an engineering graduate, is not serious about his job or future even when his friends advise him about life. He falls in love with a girl he saw at a bus stop and finally gets to ride with her in a car.","Acción
Aventura
Drama",2h 32min,Paiyaa
122,"3,6",,Steven Lawson,Ben Shillito,A gang of London gangsters get more than they bargained for when a group of businessmen make an offer to buy their club. They turn out to be vampires who want their land back.,"Acción
Terror",1h 32min,Dead Cert
123,"6,0",,Jeremy Helal,Jeremy Helal,"What starts out as a simple heist, ends up being much more.","Corto
Acción
Aventura",16min,Headwound
124,"6,7",,James Gunn,James Gunn,"Cuando su mujer cae bajo la influencia de un traficante, un tipo ordinario se convierte Crimson Bolt, un superhéroe con las mejores intenciones pero ninguna habilidad heroica.","Acción
Comedia
Crimen",1h 36min,Super
125,"6,9",,Jay Thames,Jay Thames,"A funny, yet dramatic, in-depth look inside the subculture of professional, competitive radio control race car drivers. Carpet Racers explores the lives of the men (and women) who's love affair with RC is timeless.","Documental
Acción
Comedia",1h 23min,Carpet Racers
126,"3,5",,Timo Rose,Andreas SchnaasTimo Rose,"In a war torn post-apocalyptic future, Karl the Butcher faces off against a new ultra-violent serial killer, dubbed Axe.",Acción,1h 15min,Karl the Butcher vs Axe
127,"7,6",,Anya Meksin,Anya Meksin,An irreverent reenactment of the real-life international media scandal that erupted when a black family found a racial slur on the label of their brand new sofa.,Corto,8min,Couch
128,"7,2",,Aaron Arendt,Mary McIlwain,"The ultimate weapon for a diamond heist: a robot known as the Remote-Operated, Nocturnally Aggressive, Lizard Device (R.O.N.A.L.D.). The problem: his behavioral aspects are a bit on the touchy side.",Acción,1h 11min,The Diamonds of Metro Valley
129,"5,3",,Neeley Lawson,Neeley Lawson,Three teenage boys have their world turned upside down by tainted moonshine. They must rescue their loved ones and battle a marauding horde of zombies while fighting their way out of town.,"Acción
Comedia
Drama",1h 25min,Broken Springs
130,"6,2",,Cesar Raphael,Cesar Raphael,"Greed, power, innocence, tragedy. Following the path of a money bill, since its printing until its final destination, the audience is introduced to the extremes our society is made of. How far would you go for a piece of paper?","Corto
Acción
Drama",18min,Pedaço de Papel
131,"7,5",,Eric McCoy,Eric McCoy,A virgin tries to lose it all on the Eve of the Year 2000.,"Corto
Comedia
Drama",15min,Carpe Millennium
132,"6,4",,Shinsuke Sato,Hiroya Oku,"Después de intentar rescatar a un hombre en las vías del metro, dos adolescentes se despiertan en una habitación dominada por una misteriosa esfera negra que los envía a cazar y matar a los extraterrestres que se esconden en la Tierra.","Acción
Terror
Ciencia ficción",2h 10min,Gantz
133,"7,7",,Lee Jeong-beom,Lee Jeong-beom,"El discreto encargado de una casa de empeños con un pasado oscuro se enfrenta a una red de tráfico de drogas y de órganos, con la esperanza de salvar a su única amiga: una niña.","Acción
Crimen
Drama",1h 59min,El hombre sin pasado
134,"4,0",,Jack Lucarelli,Jack Lucarelli,"L.A. undercover cops disregard the law to bring down the most powerful drug mob in the U.S. Loosely based on Mexico's once most powerful drug cartel leader, this journey into the drug underworld cuts to the bone and through the heart.","Acción
Crimen
Drama",1h 34min,Disrupt/Dismantle
135,"6,4",,Ken Loach,Paul Laverty,The story of a private security contractor in Iraq who rejected the official explanation of his friend's death and sets out to discover the truth.,"Acción
Drama
Suspense",1h 49min,Route Irish
136,"4,3",,Lauro David Chartrand-Del Valle,Steven Seagal,"Un policía antidrogas estadounidense en Bucarest se enfrenta a un narcotraficante ruso que emplea a mujeres guapas y a una líder de una banda gitana, que saquea, viola y mata a jóvenes y ricos.","Acción
Crimen
Suspense",1h 38min,Nacido para matar
137,"3,5",,George Mendeluk,D. Todd Deeken,"A terrorist sets off an explosion that rocks the Federal Building and unleashes a toxic gas throughout the ventilation system. His purpose: to expose the Government's secret biological warfare weapon, a deadly virus that instantly attacks a person's adrenal system, causing them to become inhumanly aggressive, with an uncontrollable urge to kill each other.","Acción
Terror
Suspense",1h 22min,Fight or Flight
138,"5,1",,David Slade,Melissa Rosenberg,"Mientras una serie de asesinatos misteriosos tienen lugar en Seattle, Bella tiene que elegir entre su amor por el vampiro Edward y su amistad con el hombre lobo Jacob.","Acción
Aventura
Drama",2h 4min,La saga Crepúsculo: Eclipse
139,"4,6",,Ken Del Conte,Hector Echavarria,"An action-packed love story on the Mexican border featuring oppression, revenge, reincarnation and rebirth.",Acción,1h 30min,Death Calls
140,"7,1",,Denis Henry Hennelly,Denis Henry Hennelly,"Charlie Cranehill, an animal liberator wanted for domestic terrorism, emerges from the underground to coordinate a nationwide action as his estranged CEO father tries to find him before the FBI does.",Acción,1h 45min,Bold Native
141,"3,8",,Uwe Boll,Tim McGregor,"A blood red moon, dying animals and torrential rain are just some of the catastrophes that are wreaking havoc on the world on a global scale. Even more unsettling is how quiet everything is. Could these events signify Armageddon?","Acción
Terror
Suspense",1h 32min,The Final Storm
142,"3,4",,Christian Sesma,Christian Sesma,"Twisted humor and bullets fly when a young couple shopping for wedding rings and two brothers who can't seem to get along, become entangled with a crazy mob boss out for revenge.","Acción
Comedia",1h 20min,Matad al héroe
143,"5,4",,Mani Ratnam,Mani Ratnam,"A bandit leader kidnaps the wife of the policeman who killed his sister, but later falls in love with her.","Acción
Aventura
Drama",2h 10min,Raavan
144,"3,3",,David Betances,David BetancesSevier Crespo,"A high-speed accident on the freeways of Los Angeles reveals a turf war between two competing car-theft rings of sexy all-girl crews. Streetwise young cop Brandy Martinezis assigned by lieutenant Baynes (Steven Bauer) to go undercover and infiltrate one of the crews. When Brandy falls for Carlo, an undercover cop also investigating the gangs, the two find themselves i... Leer todo",Acción,1h 14min,Fast Lane
145,"6,4",,Erik Skjoldbjærg,Christopher Grøndahl,"The movie portrays Norway's most spectacular robbery, where 11 men occupied central Stavanger for twenty minutes and escaped with 57 million kroner (appx $10 million). A police officer was shot and killed.",Acción,1h 27min,Nokas
146,"3,5",,Jing Wong,Jing Wong,A cop travels back in time to take on a corporation that's out to eliminate a doctor who has created a new technology which can break up the monopoly on a energy resources.,Acción,1h 39min,Mei loi ging chat
147,"7,4",,Aleksandr Kott,Aleksey DudarevVladimir EryominEkaterina Tirdatova,"A war drama set during the Nazi invasion of the Soviet Union in June 1941, in which Soviet troops held on to a border stronghold for nine days.",Acción,2h 18min,La fortaleza Brest
148,"3,9",,Joseph Guzman,Joseph Guzman,"Abusada mentalmente, esclavizada y forzada a la prostitución, una hermana despiadada, dada por muerta, se embarcará en una misión directamente de Dios, golpeando a los pecadores en su guerra santa, estrictamente personal.","Acción
Comedia
Suspense",1h 31min,Nude Nuns with Big Guns
