,0,1,2,3,4,5,6,7
131,"4,8",,Stefano Mordini,Filippo Bologna,"From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.",Comedia,1h 28min,Gli infedeli
132,"6,7",,Joel Junior,Joel Junior,"Tyler is a hyper-intelligent 9-year-old boy, who has no shame on being himself. On an ordinary lunch, he talks about his new crush, causing an unexpected reaction on his older brother, Daniel.",Corto,15min,Tyler
133,"5,0",,Andrew Burdette,Andrew Burdette,Una muerte en su grupo de amigos lleva a un joven a cuestionar su cordura.,"Comedia
Suspense",1h 5min,Bruh.mp4
134,"5,8",,Shambhu Purushothaman,Shambhu Purushothaman,"Christians believe that marriages are made in heaven. It is a satirical take on the belief, which is reinforced through marriage rituals, about the Christian marriage and the reality of it as seen around us.",Comedia,1h 57min,Paapam Cheyyathavar Kalleriyatte
135,"5,5",,Tommy Walton,Jody Thompson,"Después de quedarse en el altar, el padrino de boda de Pete le dio un regalo de bodas que nunca olvidará.","Comedia
Romance",1h 22min,Still Today
136,"3,9",,Pascal Bourdiaux,Julien Leimdorfer,"Back-to-school. For troublemaker Toto, it's the best place for fooling around. But when a sculpture collapses during the opening of a museum, Toto is immediately blamed, and now he has to prove his innocence.","Comedia
Familiar",1h 24min,Les blagues de Toto
137,"4,3",,Abhimanyu Mukherjee,Abhimanyu Mukherjee,A grocery store in a north Kolkata neighbourhood stands in the way of developers looking to build a mall there. The film follows a group as they seek to save the shop from being razed.,Comedia,2h 8min,Hullor
138,"5,4",,Ludovic Bernard,Ariel Winograd,"Antoine es el jefe de recursos humanos de una gran empresa. Cuando su esposa decide irse de vacaciones y dejarlo a cargo de sus cuatro hijos, sabe que será fácil. Pero Antoine ha subestimado el desastre que puede ser.","Comedia
Familiar",1h 44min,Mamá se va de viaje
139,"6,5",,Wolfgang Groos,Robert Löhr,Three frustrated pensioners volunteer themselves as Grand-Godparents to three stressed children.,Comedia,1h 44min,Enkel für Anfänger
140,"5,9",,Chris Baugh,Chris Baugh,"Un grupo de resistentes trabajadores de la carretera, liderados por un padre y un hijo en disputa, deben sobrevivir a la noche en que accidentalmente despiertan a un antiguo vampiro irlandés.","Comedia
Terror",1h 28min,Boys from County Hell
141,"5,5",,Valentin Merz,Valentin MerzClaude Muret,"Louis is spending the summer in his boyfriend Paul's family house, hidden in the depths of the French countryside. It is very hot, the house is empty and the two lovers are alone. They make love, play, go for walks, make love again and sleep, at night and sometimes during the day. But Paul, whose mother has just died, is tired and nervous. Meanwhile, Louis has started... Leer todo",Corto,19min,Dream On
142,"5,4",,Alberto Rizzi,Marco Pettenello,"Orlando, a former musician whose private life has been devastated by an earthquake, decides to get a second chance with help of his former manager and motivated by love for Chiara.",Comedia,1h 35min,Si muore solo da vivi
143,"9,4",,Ronald Baez,Ronald Baez,"Longtime Instagram penpals Jean and Nina meet in person for the first time, re-defining their relationship as they stumbling through a deceptive, although well-meaning dinner with Nina's ultra-conservative father.",Corto,13min,A Postcard to Nina
144,"6,8",,Evan Johnson,Evan Johnson,"He works at the fairground as ""Stump the Guesser"", who can guess anything for a fee. But suddenly his tricks stop working. And then he unwittingly falls in love with his sister whom he believed to be lost. He sets out to scientifically disprove the theory of heredity and marry his beloved as soon as possible. An absurdist firework of a silent film in black and white.","Corto
Comedia
Fantasía",19min,Stump the Guesser
145,"7,3",,Lorena Lourenço,Lorena LourençoJorge Molina,,Corto,13min,Muy Gay Too Mexicano
146,"8,7",,Daniel Jeffery,Zack HammDaniel JefferyMackenzie Warner,"After one too many rage-filled outbursts, a magical talking dog named Basketball must talk his owner, Frank, out of having him put down.",Corto,12min,A New Leash on Life
147,"7,0",,Sigurd Culhane,Chris ValdezPatrick Tamisiea,"With help of Russian mob clients, The Green Cobra details her rise as a ""Life Ending Technician,"" on the backdrop of a poor soul's final hours.",Corto,14min,Green Cobra
148,"8,4",,Holt Boggs,Holt Boggs,"An insecure mob boss enlists the help of an eccentric hit man to 'take out' his girlfriend's lover who he presumes to have a significantly larger penis. The only problem is, it's almost 4:00.","Corto
Comedia",10min,Crazy
149,"8,9",,Gina Marie Rodriguez,Gina Marie Rodriguez,Seeing a therapist is hard. Breaking up with one is harder.,Corto,8min,Cruel and Unusual Therapy
150,"6,6",,Skyler Caleb,Skyler Caleb,"Scott is hoping for a relaxing weekend, but finds his friends exhibiting bizarre behavior that is either an endless prank or something more disturbing.","Corto
Comedia
Terror",10min,Wrightwood
151,"4,7",,Robert Schwartzman,Zac Stanford,Una pareja discute en una fiesta y la situación empeora hasta el punto de tener que cancelar las festividades. El grupo decide recrear la noche una y otra vez para determinar quién tenía razón.,Comedia,1h 21min,La discusión
152,"5,5",,Brea Grant,Brea Grant,Los cuerpos comienzan a acumularse cuando una enfermera drogadicta y su prima intentan encontrar un riñón de reemplazo para un traficante de órganos.,"Comedia
Terror
Suspense",1h 26min,12 Hour Shift
153,"3,8",,Balázs Lóth,Ákos InotayMark Kis-SzaboBalázs Lóth,"After their friend dies in an accident, Marcell, the rich but burnt-out architect and the rest of his loser childhood buddies decide to team up for the last time to fulfill their friend's last wish by smuggling his crappy painting into the most prestigious art auction of Budapest.",Acción,1h 44min,Pesti balhé
154,"5,0",,Anna Mastro,Alex Litvak,"Las aventuras de Sam en un programa secreto para un grupo de miembros de la realeza, segundos en la línea de sucesión, que tienen la misión de salvar al mundo.","Acción
Aventura
Comedia",1h 39min,El club secreto de los no herederos al trono
155,"6,4",,Raúl Ruiz,Raúl Ruiz,"La esposa de un hombre se ha suicidado y se le aparece como un fantasma, siguiéndolo a todas partes y cambiando su personalidad.",Drama,1h 10min,El tango del viudo y su espejo deformante
156,"6,3",,Dana Offenbach,Dana Offenbach,"LOVE & ORGASMS is a dramatic comedy about women's relationships that explores the emotional challenges of healing a broken heart and the importance of sexual pleasure for women. After a heartbreaking experience, advertising executive Donna Greenberg throws herself into her work. Not ready to pursue another relationship, she finds sex without the confines of commitment... Leer todo",Drama,1h 22min,Love & Orgasms
157,"4,8",,Janis Rafailidou,Janis Rafailidou,"In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.","Drama
Fantasía",1h 31min,Kala azar
158,"5,7",,Dave Franco,Dave Franco,Dos parejas alquilan una casa de vacaciones para lo que debería haber sido una escapada llena de celebraciones.,"Drama
Terror
Misterio",1h 28min,Vigilados
159,"5,8",,Bernard Stora,Pascale Robert Diard,"El famoso abogado Luc Germon agrega a sus clientes a Gilles Fontaine, uno de los jefes más poderosos de Francia. Se sospecha que ha adquirido una magnífica propiedad, Villa Caprice, en condiciones cuestionables.",Drama,1h 43min,El caso Villa Caprice
160,"5,3",,Rathina Shiva,Rathina Shiva,A guy from a small-town takes on a ruthless criminal lawyer for his friend and sister(s).,"Acción
Drama",2h 3min,Seeru
161,"5,9",,Kayode Kasum,Adaora Udeh,"....is a narrative that takes place over the life span of a married couple, their adorable love story starting from how they meet as youths, become friends, their courtship, their marriage and the difficulties they encounter.. they can't imagine their lives without each other until the hiccups and road bumps life throws at them. they struggle to get through the rough ... Leer todo",Drama,1h 26min,Sweet Face
162,"4,9",,Kristin Peterson Kaszubowski,Kristin Peterson KaszubowskiMartin Kaszubowski,"Ada, una joven reservada apasionada por la entomología, viaja al norte para conocer a la familia de su novia, pero lucha por encontrar puntos en común.",Comedia,1h 20min,Ringolevio
163,"5,6",,Karlton Parris,Karlton Parris,"A gritty Northern LGBTQ comedy drama. Blackpool 1953. Two young gay Yorkshire miners, Eddy and Tommy, on their annual holiday there, meet transvestite James Elbridge who is summoning up the courage to do the fabled walk from pier to pier.",Comedia,1h 45min,Once a Year on Blackpool Sands
164,"5,9",,Carlos Sedes,Ramón Campos,"En 1998, Isabel es una estudiante de periodismo en prácticas en Galicia que encuentra un obituario anónimo dedicado a Lucía, una historia de amor, amistad y traición que nos remonta a 1958.","Drama
Romance",1h 59min,El verano que vivimos
165,"7,0",,Alfonso Quijada,Alfonso Quijada,"Set in the coffee fields of Latin America, the movie unfolds through the eyes of Josefina Moreno, an 18 year-old coffee picker, with a rare and amazing sense of smell.",Drama,1h 33min,El Suspiro del Silencio
166,"6,7",,Hugo Pinto,Andreia Azevedo Moreira,,Corto,19min,A Escritora
167,"7,4",,Sydney Taivavashe,Sydney Taivavashe,"How do you survive in an isolated village with a small human population and an even larger wildlife one? For Zulu, a rural, cultured man, it is a constant battle for survival. He lives a fantasy of an acclaimed musician. In reality, he is a broken-hearted drunk. He must figure out why he is ill-fated, how to take care of his ailing mother, and how to realize his dream... Leer todo",Drama,1h 40min,Gonarezhou: The Movie
168,"4,5",,Troy Ruptash,Troy Ruptash,A Ukrainian farmer living in Alberta loses his wife in a tragic accident. Guilt and grief send him into an emotional spiral where mysterious and inexplicable events force him to relive traumatic incidents from his childhood in Ukraine.,Drama,1h 28min,They Who Surround Us
169,"5,2",,Moritz Bleibtreu,Moritz Bleibtreu,Hagen desarrolla pesadillas inquietantes y pronto ya no puede distinguir entre sueño y realidad.,Crimen,1h 36min,Cortex
170,"3,4",,Robert L. Parker III,Crystal HarrisRobert L. Parker III,"Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Nina Holley, Ronrico Albright and Tony Terry.",Comedia,1h 51min,Girlfriend's reunited
171,"6,6",,António Borges Correia,António Borges Correia,"Hugo, a teenager, imagines a movie about his loneliness.",Documental,1h 31min,Lonesome Boy
172,"6,3",,Mohammad Hormozi,Mohammad Hormozi,Music is the language of the human soul.,Corto,16min,Inner Self
173,"7,5",,Eduardo Wannmacher,Leo Garcia,"Three completely different women have one thing in common: they loved and were connected to the same man. From the point of view of these women, through an intricate structure moving back and forth in time, Raul enters the story.",Drama,1h 38min,Depois de Ser Cinza
174,"8,0",,Masayuki Kojima,Akihito Tsukushi,"La aventura épica de los valientes Riko y Reg, a quienes se une su nuevo amigo Nanachi.","Animación
Aventura
Drama",1h 53min,Made in Abyss: El amanecer del alma profunda
175,"7,0",,Nándor Lörincz,Nándor LörinczBálint Nagy,"Based on true events, 'As far as i know' tells the story of a couple and their challenges after a rape, from the husband's perspective.",Drama,2h 3min,Legjobb tudomásom szerint
176,"6,8",,Thatchaphong Suphasri,Apichet KamphuKiat Songsanant,"In a love triangle that miraculously mirrors her mother's romance years ago, a young woman lets her heart lead.",Drama,2h 3min,Classic Again
177,"4,8",,Xu Zhanxiong,Xu Zhanxiong,"In the 1990s, the two girls and a boy who first entered the society tested the incredible destiny they experienced in the pursuit of a new life. In the flourishing 1990s, they rose up with the dream and they survived.","Drama
Romance",1h 52min,Qiao mai feng zhang
178,"5,4",,Paul Manate,Cécile Ducrocq,"While Teivi is just a ambitious young man from the Tahitian golden youth, his distant cousin Yasmina is a full-blooded Maori owner of a mysterious gift that isolated her from the world. Their paths will clash.",Drama,1h 29min,L'oiseau de paradis
179,"7,3",,Luther Clayton,Orion EshelLuther Clayton,"Two young boys with a brotherly bond are discovering the beauty hidden in their world; in nature, music and language. But soon must battle to retain it when it is threatened by one uncontrollable act of violence.",Corto,15min,Man of the Harvest
180,"6,2",,Kelly Oxford,Kelly Oxford,Una joven lucha con un trastorno de ansiedad después de abandonar la escuela.,"Comedia
Drama",1h 34min,Pink Skies Ahead
181,"6,5",,Dalei Zhang,Rui XiaoDalei Zhang,"Released from prison on New Year's Eve, Ma Biao returns to a freezing border town between China and Russia. He searches for former lover Karinna, but unwittingly gets dragged again into a gangland conflict from years ago.",Drama,2h 26min,Lan Se Lie Che
182,"5,7",,Jun Geng,Jun GengBing Liu,Un hombre intenta vender su perro mascota debido al nacimiento de su hijo.,Comedia,1h 58min,Manchurian Tiger
183,"5,1",,Henri Wong,Wenwen FanA. Lee MartinezYahe Wang,"Ji Mo is regarded as an outlier because she can see monsters. One day, she sees a monster in the supermarket and meets a monster hunter, Meng. She discovers that there really are monsters in the world, and she is involved in a new storm.",Acción,1h 44min,Guai wu xian sheng
184,"8,7",,Feng Mei,Feng Mei,"Love Song 1980 tells a story of love and hatred between several young men and women in the 1980s. It covers family relationships, friendship, love and three-dimensional characters with touching stories.",Drama,2h 7min,Lian Qu 1980
185,"6,0",,Charlotte Dauphin,Charlotte Dauphin,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,Drama,1h 17min,L'autre
186,"5,6",,Natalie Spence,Natalie Spence,A soldier is haunted by ghosts of the past as he wrestles with those of the present.,Drama,1h 16min,Sunray
187,"6,3",,Ramon Térmens,Daniel Faraldo,La vida de un abogado de inmigración cambia radicalmente cuando su nuevo cliente aparece muerto en circunstancias sospechosas dentro de un CIE.,Drama,1h 59min,La mujer ilegal
188,"4,9",,Michael Nell,Michael Nell,"Un policía responde a una llamada de rehén y mata al sospechoso, solo para descubrir que puede haber sido una trampa; al enfrentarse a un juicio, debe encontrar a la persona responsable mientras examina su propia responsabilidad.","Crimen
Drama
Suspense",1h 23min,Blindfire
189,"7,3",,Eduardo M. Clorio,Paco ArriagadaKarla CoronadoIdalia Damián Azcoitia,10 fantásticas y oscuras conversaciones nos cuentan la historia de una familia mexicana a través de las relaciones y conflictos de dos hermanos.,Comedia,1h 37min,Conversaciones
190,"6,6",,Leonie Krippendorff,Leonie Krippendorff,"Berlín-Kreuzberg es el microcosmos de Nora. Nora, la observadora silenciosa, que nos acompaña en fiestas, en la escuela, en la piscina, en los tejados y en los apartamentos, presenciando eventos que se desvanecen en la luz del verano.","Drama
Romance",1h 39min,El despertar de Nora
191,"6,8",,Stéphanie Chuat,Stéphanie Chuat,"Lisa has bid goodbye to her ambitions as a playwright and the Berlin arts scene and now lives in Switzerland with her husband, who runs an international school. When her twin brother falls ill, she returns to Berlin.",Drama,1h 39min,Schwesterlein
192,"8,3",,Henry Czerwonka,Henry Czerwonka,A woman plagued by her past gets a chance to revisit her earliest memories.,Corto,26min,Analog Rainbow
193,"6,7",,Júlio Alves,Júlio Alves,"Can a turtle, the most pacific animal on earth, start a range of significant events that are going to forever change a couple's life? After dividing all their assets, Arnaldo e Barbara still have one decision to make before they formalize their separation: what to do with the turtle? Amongst hesitation and failed solutions, unintended burglaries, police stations, plas... Leer todo",Drama,1h 31min,A Arte de Morrer Longe
194,"5,3",,Swaylee Loughnane,Alan Colegrave,A couple mutually decide to give their baby up for adoption to go back to living their separate lives.,Drama,2h 7min,Mother's Child
195,"7,2",,Steven Chatterton,Steven ChattertonMark Arrigo,"'Adnan' is the story of an imaginative ten year old Syrian refugee boy who has had to flee his home country with his mother after the rest of their family were killed and their neighbourhood destroyed. Now settled in the UK, he must use all his creativity to break through his mother's PTSD or risk losing her forever.",Corto,15min,Adnan
196,"6,6",,Fakhrul Arefeen Khan,Fakhrul Arefeen Khan,"How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity.",Drama,1h 52min,Gondi
197,"6,4",,Ruben Alves,Élodie Namer,Un joven que busca su identidad sexual decide participar en el certamen de belleza Miss Francia.,"Comedia
Drama",1h 47min,Miss
198,"7,3",,Milan Trenc,Petar HektorovicMilan Trenc,"A nobleman poet embarks on a boat trip with two local fishermen. As they hop the bucolic islands, he recalls his youthful tragic love and his artistic impotence while the uneasy relationship with common fishermen evolves..",Biografía,1h 37min,Ribanje i ribarsko prigovaranje
199,"6,1",,Olivier Marchal,Olivier Marchal,"Atrapado en el punto de mira de la corrupción policial y las bandas en guerra de Marsella, un policía leal debe proteger a su escuadrón tomando el asunto en sus propias manos.","Acción
Crimen
Drama",1h 56min,Bronx
200,"8,8",,Noel Vinson,Noel Vinson,A man with a bounty on his head joins a game of high stakes poker against three strangers who bet with more than just money and have plenty of time to kill.,"Corto
Drama
Misterio",29min,Dusters
201,"5,9",,Daria Woszek,Sylwester Piechura,María es solo una trabajadora solitaria de una pequeña tienda de comestibles que vive una vida libre de pecado.,Drama,1h 20min,Marygoround
202,"6,2",,Hitoshi Yazaki,Kanako Nishi,"Three siblings share a home with their parents living a happy life. The oldest one is good-looking guy, which is something of a contrast from his younger brother who is at school. The youngest one is the girl and has two brothers to protect her. Unfortunately an accident knocks out the oldest sibling. It is not a happy time.",Drama,1h 59min,Sakura
203,"5,8",,Robert Glinski,Wojciech Lepianka,"The 70s. A Security Service Major wishes to ""buy"" gullible priest Zieja and turn him into an agent who will discredit the opposition. The priest's interrogations become a natural pretext for a journey through the history of Poland in the twentieth century: from the Bolshevik war of 1920, through World War II, up to modern times. It turns out that the seemingly naive F... Leer todo",Drama,1h 50min,Zieja
204,"6,4",,Eduard Bordukov,Eduard BordukovAleksandr EgorovIgor Gordashnik,"The film's two main protagonists are Russia's best saber fencers. One of them has long been in the limelight, the other only recently made it into the national team and has been winning almost every tournament since. The two athletes begin to fight for supremacy both on and off the arena.",Drama,1h 55min,En el filo
205,"4,7",,Ben Mole,Ben Mole,Un grupo de soldados británicos en la Segunda Guerra Mundial son capturados. Un boxeador británico de renombre entre ellos se ve obligado en el ring a luchar contra un boxeador alemán igualmente talentoso mientras luchan por escapar.,"Acción
Drama
Deporte",1h 27min,Behind the Line: Escape to Dunkirk
206,"8,0",,Anabelle D. Munro,Leanne Melissa Bishop,A dangerous game of fire begins when an Elite level gymnast and her Coach become entangled in a web of psychological damage.,"Corto
Drama",16min,The Weight of Perfection
207,"7,8",,Helen Alexis Yonov,Helen Alexis Yonov,"A lonely postman (Gilbert) secretly recreates postcards for a woman (Aurore) on his postal route when her boyfriend's homemade postcards stop arriving from his travels around the world. With the help of his friend Mr. Rostalle, (Paul Dooley) a blind widower and retired literary professor/poet, Gilbert (James Michael Tyler) learns to open himself up to the prospect of ... Leer todo",Corto,23min,The Gesture and The Word
208,"6,9",,Rodrigo Reyes,Misha Maclaird,"Upon the 500-year anniversary of the Spanish Conquest, a ghostly Conquistador arrives in modern Mexico. As he journeys toward the capital city, he remembers events from his past while encountering the testimonies of real people, the survivors of contemporary violence. History and the present begin to merge, giving nightmarish reflection on the enduring legacy of colon... Leer todo","Documental
Drama
Historia",1h 27min,499
209,"4,5",,Harper Philbin,John DufresneHarper Philbin,"When a state government shutdown closes parks on 4th of July weekend, the Park Rangers of Driftless State Park, led by Nova Abbey, must protect the park from the people, and the people from one another.",Aventura,1h 15min,Driftless
210,"6,5",,Justin Robinson,Justin Robinson,"A grief-stricken widow calls on all the powers that be, just to see her late husband one last time.",Corto,11min,Snowbirds
211,"7,6",,Antonio Cuadri,Andrés Garrigó,"Una invencible pero desconocida fuerza aspira a salvar el mundo. Para lograrlo, ¿será suficiente anunciarlo?",Drama,1h 25min,Corazón ardiente
212,"6,2",,Aycil Yeltan,Aycil Yeltan,"A homeless, hearing impaired Gala and her journey finding a life purpose through art.",Corto,15min,Topanga
213,"6,9",,Nobuhiro Suwa,Kyôko Inukai,"Haru, quien se ha trasladado a Hiroshima, en el sur de Japón, se encuentra con una cabina telefónica deshonesta en medio de la nada cuando regresa a la prefectura de Iwate en el norte de Japón.",Drama,2h 19min,El teléfono del viento
214,"8,6",,Andrew Krakower,Andrew Krakower,"Best-friend child monks living in a Buddhist monastery begin receiving small donations for performing prayers, only to find their friendship tested over how to spend it.",Corto,15min,Yarne
215,"6,4",,Andree Ljutica,Andree Ljutica,"When Paul shows up unannounced, he catches Benny off guard, throwing their first encounter into an agonizing seventeen minutes of posturing, captured in a single take and leading to Paul revealing his true motivation.",Corto,18min,How to Say I Love You at Night
216,"6,8",,Marina Libik,Marina Libik,"The peace of a middle-class family is shattered by the suicide of the elder daughter just a month after she is admitted to college. Coral, her younger sister, replaces her in the college to find out the circumstances her sister's death.",Crimen,2h 3min,No Man's Truth
217,"7,2",,Alies Sluiter,Alies Sluiter,"An escaped asylum seeker encounters a man on a rural beach, and must decide whether to trust him, or attempt the 400 km journey to the nearest city on foot and alone.",Corto,16min,Ayaan
218,"5,4",,Aleksandr Basov,Aleksandr Basov,"Based on ""In a Grove"" by Akutagawa Rynoske. One shiny summer day the investigation group comes at former quarry check of indications of accused, witnesses and victims of the murder and the rape took place there half a year ago.",Drama,1h 50min,Yaponskiy Bog
219,"9,0",,Jon Addison,Jon Addison,A woman who dedicates her life to rehabilitating former slaves must take her work to the front line in order to free an enslaved girl.,Corto,27min,Property
220,"7,3",,Iván Noel,Iván Noel,"Sólo unos pocos sacerdotes y pasantes permanecen en un internado religioso para niños en el norte de Argentina en 1961. Llega el padre Martín, cuyas intenciones no son tan claras como él dice.",Drama,1h 54min,Cordero de Dios
221,"8,0",,Dan Dobi,Dan Dobi,"When a couple having an affair with one another decides to pursue their relationship to the next level, breaking up with their partners poses to be harder than expected.",Corto,24min,You Are My Person
222,"8,6",,Roy Arwas,Roy Arwas,"After serving 10 years in the Marines, Tom returns home to find out that his estranged abusive father, Richard, who has Alzheimer's, does not remember him.",Corto,20min,Clarity
223,"8,9",,Barnaby Blackburn,Barnaby Blackburn,An eight-year-old boy must give the eulogy at his father's funeral.,Corto,12min,Dad Was
224,"6,7",,Albert Dupontel,Albert Dupontel,Una mujer gravemente enferma intenta encontrar a su hijo perdido hace mucho tiempo con la ayuda de un hombre agotado y un activista ciego.,"Comedia
Drama",1h 27min,"Adiós, idiotas"
225,"8,2",,Arjun Rose,Laura Whitmore,"Young mother Claire struggles to keep her life together while attempting to present a mask of strength against the judgement of the outside world. But she hides a heartbreaking secret, and sometimes accepting the truth is not an option.",Corto,13min,Sadhbh
226,"8,0",,Prakash Jha,Writer Bhaiya,The film revolves around the story of an ordinary rickshaw driver in Bihar who aspires and dreams of providing a maximum possible quality education to his son by making arrangements for him to study at a private English medium school.,Drama,2h,Pareeksha
227,"2,2",,Asun Mawardi,Matthew Ryan FischerAsun Mawardi,"Story of Max who haunted by the deeds of his criminal father, his family, and his closest friends, as they battle a local loan shark who wants revenge against Max and his father.",Acción,2h 39min,Once Upon a Time in Indonesia
228,"5,6",,Diego Mondaca,Cesar Diaz,"Liborio, Ticona y otros soldados indígenas bolivianos se pierden en el infierno del Chaco, bajo el mando del capitán alemán Kundt.","Drama
Bélico",1h 20min,Chaco
229,"3,6",,Randy Kent,Davy Williams,"A desperate actor becomes a vampire and uses his new powers to land a movie role and the girl, but then must choose between life and the undead.","Acción
Terror",1h 20min,Chinese Speaking Vampires
230,"7,5",,Davide Grisolia,Davide GrisoliaRick Pfeiffer,"Earth: 65 Million Years ago. The evil Argor Zordak visit the blue Planet searching after animals for his evil experiments. Planet Earth today: A Group of Students, Eva Melas , Anna S. Madres and Tour Guide Biff Wilson follows Joseph Miles into the Cave, but you will not believe what they found.",Corto,36min,Bad Rap Rising
231,"6,9",,Yemi Amodu,Ade Derek AdenijiYemi AmoduLucien Morgan,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,Acción,1h 56min,Shadow Parties
232,"8,5",,Alex Gorelik,Bill FreasAlex Gorelik,"A promising, young underground MMA fighter falls victim to substance abuse and homelessness at the height of her career. That all changes when she meets a cocky promoter who promises her the second chance she so desperately needs.",Acción,1h 5min,Knockout Girls
233,"6,7",,Robin Dalehite,Robin Dalehite,"From the Macabre Mind of Robin Dalehite, come visit a dark town in Las Cruces where its habitats are surrounded by monsters and corruption. Witness the story of four different characters, all caught up in a violent game of survival dodging demonic creatures of the night.",Acción,2h,Tales from Las Cruces
234,"5,4",,Everardo Gout,James DeMonaco,"Todas las reglas se rompen cuando una secta de merodeadores decide que la purga anual no se detendrá al amanecer y, por el contrario, nunca debe terminar.","Acción
Crimen
Terror",1h 43min,La Purga: Infinita
235,"7,1",,Philippe Martinez,Philippe MartinezNiall Cassin,"Max Mayfair has it all; a beautiful girlfriend, Ava, a new London crime family, and thanks to his latest heist, a priceless diamond necklace. However, when mafioso Calbone's henchmen catch up with Mike and Armen, determined to drag them back to New York to pay for their crimes, Max has everything to lose. Teaming up with his old friend, Marseille Mafia crime boss, Pau... Leer todo",Acción,1h 30min,Mister Mayfair: A Song to Kill For
236,"3,5",,Joth Riggs,Ernesto Melara,Taylor place la fille d'une femme Colombienne dans un programme de protection des témoins car elle doit témoigner contre un puissant réseau de drogue.,"Acción
Drama
Suspense",1h 22min,Night of The Sicario
237,"4,7",,Bennie Woodell,Louis Weinberger,"Chicago detective Jennifer Mueller is the perfect bait to catch a satanic killer, but when the covert sting goes wrong, her life is changed forever. As she goes back under the cult lures her to a small town where no one is what they seem.",Acción,1h 47min,Into the Devil's Reach
238,"6,9",,Duniya Vijay,Maasthi Upparahalli,"Vijaykumar, alias Salaga is unknowingly pulled into the realm of underworld.Samrat, an honest and upright cop,sees through him and decides to bring out the justice.","Acción
Crimen
Suspense",2h 4min,Salaga
239,"4,8",,Balu Chandrashekar,AdityaMukhyamantri ChandruJai Jagdeesh,"ACP Bala investigates the murder case of a prominent figure known as Contractor Vishwas Narayan and stumbles on many suspects, who is the real culprit?",Acción,1h 42min,Munduvareda Adhyaya
240,"5,0",,David Lam,Kin-Hung Chan,Follows an investigator as he prevents a terrorist attack during a symposium held by Hong Kong's Independent Commission Against Corruption. He later finds it has links to human trafficking in Thailand.,"Acción
Crimen
Suspense",1h 33min,'G' fung bou
241,"4,5",,Igor Zaytsev,Ilya IlfOleg MalovichkoRoman Nepomnyashchiy,"It all started in 1919, when young Ostap Transdanubus met Ibrahim Bender. It is a swindler, a swindler and a Turkish citizen. They were joined by an incredible adventure - the pursuit of a golden rod, a precious relic of Tsarist Russia. Then Ostap will find and open twelve chairs in search of diamonds, but for the time being, Ibrahim and his goal are to find and open ... Leer todo",Aventura,1h 37min,Bender. Poslednyaya afera
242,"5,4",,Mikael Håfström,Rob Yescombe,"En un mundo futuro, el piloto de drones Harp es enviado a una peligrosa zona militarizada, donde tendrá que trabajar a las órdenes de Leo, un androide encargado de encontrar un dispositivo apocalíptico antes que los insurgentes.","Acción
Aventura
Fantasía",1h 54min,A descubierto
243,"6,3",,Cyprian T. Olencki,Tomasz Dembicki,Un acontecimiento del pasado separa el destino de tres amigos.,"Acción
Crimen
Drama",2h 19min,Furioza
244,"6,8",,Alex Ranarivelo,Sean Patrick Flanery,"Mickey Kelley, uno de los primeros cinturones negros estadounidenses en jiu-jitsu brasileño, se aleja de todo lo que ama y entra en un torneo de MMA no autorizado.","Acción
Drama
Deporte",1h 52min,Nacido campeón
245,"4,2",,Matthew Silva,Aniel RiosMatthew Silva,"The ultimate revamp of the original ""Intense Battles"" from Ryanium Films. A young boy Elia grows up devastated and in desperate search for the reason behind his father's disappearance. One day he discovers a dark secret past which his father had tried so hard to lock away - but there is no stopping Elia for what he will do next.",Acción,1h 41min,Intense Battles Reloaded
246,"3,4",,Milap Zaveri,Milap Zaveri,"Satyameva Jayate 2 revolves around the fight against injustice and misuse of power. From police and politicians to industrialists and a common man, the film will explore corruption in all spheres.","Acción
Crimen
Drama",2h 18min,Satyameva Jayate 2
247,"2,3",,Mauro Russo Rouge,Mauro Russo Rouge,"Determined to take revenge for the murder of his girlfriend, a man targets the three men responsible over the course of a single night.",Acción,1h 22min,C.L.A.B.
248,"2,8",,Raphaello,John Bryan,Una mujer idealista es secuestrada y forzada a luchas en un club de lucha clandestino. Cada noche lucha por su vida mientras planea derrocar a sus secuestradores y salvar las muchas vidas condenadas en su mismo ciclo vicioso.,"Acción
Suspense",1h 25min,Unchained
249,"7,5",,Kenji Yasuda,Yoshinobu NishizakiLeiji MatsumotoHarutoshi Fukui,,Animación,1h 43min,Uchuu senkan Yamato 2205: Aratanaru tabidachi
250,"5,5",,Federico Alotto,Federico Alotto,"After years spent in war-torn Syria, He decides to return to Italy, to finally put behind his terrible experiences, and regain his life. But in order to do so, he will have to pay a very high price.",Acción,1h 30min,Karim
